"Fradato";"Tildato";"Forbrug i kroner"
"=""06-01-2023 03:00""";"=""06-01-2023 04:00""";"0,13 kr."
"=""06-01-2023 04:00""";"=""06-01-2023 05:00""";"0,19 kr."
"=""06-01-2023 05:00""";"=""06-01-2023 06:00""";"0,19 kr."
"=""06-01-2023 06:00""";"=""06-01-2023 07:00""";"0,36 kr."
"=""06-01-2023 07:00""";"=""06-01-2023 08:00""";"0,45 kr."
"=""06-01-2023 08:00""";"=""06-01-2023 09:00""";"0,42 kr."
"=""06-01-2023 09:00""";"=""06-01-2023 10:00""";"0,54 kr."
"=""06-01-2023 10:00""";"=""06-01-2023 11:00""";"0,49 kr."
"=""06-01-2023 11:00""";"=""06-01-2023 12:00""";"0,45 kr."
"=""06-01-2023 12:00""";"=""06-01-2023 13:00""";"0,45 kr."
"=""06-01-2023 13:00""";"=""06-01-2023 14:00""";"0,46 kr."
"=""06-01-2023 14:00""";"=""06-01-2023 15:00""";"0,69 kr."
"=""06-01-2023 15:00""";"=""06-01-2023 16:00""";"0,47 kr."
"=""06-01-2023 16:00""";"=""06-01-2023 17:00""";"0,68 kr."
"=""06-01-2023 17:00""";"=""06-01-2023 18:00""";"1,33 kr."
"=""06-01-2023 18:00""";"=""06-01-2023 19:00""";"5,87 kr."
"=""06-01-2023 19:00""";"=""06-01-2023 20:00""";"3,54 kr."
"=""06-01-2023 20:00""";"=""06-01-2023 21:00""";"1,02 kr."
"=""06-01-2023 21:00""";"=""06-01-2023 22:00""";"0,43 kr."
"=""06-01-2023 22:00""";"=""06-01-2023 23:00""";"0,32 kr."
"=""06-01-2023 23:00""";"=""07-01-2023 00:00""";"2,47 kr."
"=""07-01-2023 00:00""";"=""07-01-2023 01:00""";"1,83 kr."
"=""07-01-2023 01:00""";"=""07-01-2023 02:00""";"0,41 kr."
"=""07-01-2023 02:00""";"=""07-01-2023 03:00""";"0,76 kr."
"=""07-01-2023 03:00""";"=""07-01-2023 04:00""";"0,21 kr."
"=""07-01-2023 04:00""";"=""07-01-2023 05:00""";"0,14 kr."
"=""07-01-2023 05:00""";"=""07-01-2023 06:00""";"0,13 kr."
"=""07-01-2023 06:00""";"=""07-01-2023 07:00""";"0,16 kr."
"=""07-01-2023 07:00""";"=""07-01-2023 08:00""";"0,23 kr."
"=""07-01-2023 08:00""";"=""07-01-2023 09:00""";"0,27 kr."
"=""07-01-2023 09:00""";"=""07-01-2023 10:00""";"0,31 kr."
"=""07-01-2023 10:00""";"=""07-01-2023 11:00""";"0,63 kr."
"=""07-01-2023 11:00""";"=""07-01-2023 12:00""";"2,44 kr."
"=""07-01-2023 12:00""";"=""07-01-2023 13:00""";"2,31 kr."
"=""07-01-2023 13:00""";"=""07-01-2023 14:00""";"1,88 kr."
"=""07-01-2023 14:00""";"=""07-01-2023 15:00""";"3,25 kr."
"=""07-01-2023 15:00""";"=""07-01-2023 16:00""";"1,98 kr."
"=""07-01-2023 16:00""";"=""07-01-2023 17:00""";"0,93 kr."
"=""07-01-2023 17:00""";"=""07-01-2023 18:00""";"2,90 kr."
"=""07-01-2023 18:00""";"=""07-01-2023 19:00""";"2,87 kr."
"=""07-01-2023 19:00""";"=""07-01-2023 20:00""";"0,46 kr."
"=""07-01-2023 20:00""";"=""07-01-2023 21:00""";"0,45 kr."
"=""07-01-2023 21:00""";"=""07-01-2023 22:00""";"0,25 kr."
"=""07-01-2023 22:00""";"=""07-01-2023 23:00""";"0,15 kr."
"=""07-01-2023 23:00""";"=""08-01-2023 00:00""";"0,11 kr."
"=""08-01-2023 00:00""";"=""08-01-2023 01:00""";"0,07 kr."
"=""08-01-2023 01:00""";"=""08-01-2023 02:00""";"0,06 kr."
"=""08-01-2023 02:00""";"=""08-01-2023 03:00""";"0,07 kr."
"=""08-01-2023 03:00""";"=""08-01-2023 04:00""";"0,06 kr."
"=""08-01-2023 04:00""";"=""08-01-2023 05:00""";"0,07 kr."
"=""08-01-2023 05:00""";"=""08-01-2023 06:00""";"0,06 kr."
"=""08-01-2023 06:00""";"=""08-01-2023 07:00""";"0,13 kr."
"=""08-01-2023 07:00""";"=""08-01-2023 08:00""";"0,12 kr."
"=""08-01-2023 08:00""";"=""08-01-2023 09:00""";"0,16 kr."
"=""08-01-2023 09:00""";"=""08-01-2023 10:00""";"0,24 kr."
"=""08-01-2023 10:00""";"=""08-01-2023 11:00""";"0,24 kr."
"=""08-01-2023 11:00""";"=""08-01-2023 12:00""";"0,35 kr."
"=""08-01-2023 12:00""";"=""08-01-2023 13:00""";"0,25 kr."
"=""08-01-2023 13:00""";"=""08-01-2023 14:00""";"0,50 kr."
"=""08-01-2023 14:00""";"=""08-01-2023 15:00""";"0,34 kr."
"=""08-01-2023 15:00""";"=""08-01-2023 16:00""";"0,35 kr."
"=""08-01-2023 16:00""";"=""08-01-2023 17:00""";"0,45 kr."
"=""08-01-2023 17:00""";"=""08-01-2023 18:00""";"0,79 kr."
"=""08-01-2023 18:00""";"=""08-01-2023 19:00""";"1,17 kr."
"=""08-01-2023 19:00""";"=""08-01-2023 20:00""";"1,18 kr."
"=""08-01-2023 20:00""";"=""08-01-2023 21:00""";"0,66 kr."
"=""08-01-2023 21:00""";"=""08-01-2023 22:00""";"0,43 kr."
"=""08-01-2023 22:00""";"=""08-01-2023 23:00""";"0,41 kr."
"=""08-01-2023 23:00""";"=""09-01-2023 00:00""";"0,22 kr."
"=""09-01-2023 00:00""";"=""09-01-2023 01:00""";"0,12 kr."
"=""09-01-2023 01:00""";"=""09-01-2023 02:00""";"0,13 kr."
"=""09-01-2023 02:00""";"=""09-01-2023 03:00""";"0,12 kr."
"=""09-01-2023 03:00""";"=""09-01-2023 04:00""";"0,09 kr."
"=""09-01-2023 04:00""";"=""09-01-2023 05:00""";"0,10 kr."
"=""09-01-2023 05:00""";"=""09-01-2023 06:00""";"0,18 kr."
"=""09-01-2023 06:00""";"=""09-01-2023 07:00""";"0,34 kr."
"=""09-01-2023 07:00""";"=""09-01-2023 08:00""";"0,43 kr."
"=""09-01-2023 08:00""";"=""09-01-2023 09:00""";"0,54 kr."
"=""09-01-2023 09:00""";"=""09-01-2023 10:00""";"0,69 kr."
"=""09-01-2023 10:00""";"=""09-01-2023 11:00""";"0,53 kr."
"=""09-01-2023 11:00""";"=""09-01-2023 12:00""";"0,65 kr."
"=""09-01-2023 12:00""";"=""09-01-2023 13:00""";"0,45 kr."
"=""09-01-2023 13:00""";"=""09-01-2023 14:00""";"0,40 kr."
"=""09-01-2023 14:00""";"=""09-01-2023 15:00""";"0,47 kr."
"=""09-01-2023 15:00""";"=""09-01-2023 16:00""";"0,86 kr."
"=""09-01-2023 16:00""";"=""09-01-2023 17:00""";"0,78 kr."
"=""09-01-2023 17:00""";"=""09-01-2023 18:00""";"1,07 kr."
"=""09-01-2023 18:00""";"=""09-01-2023 19:00""";"1,44 kr."
"=""09-01-2023 19:00""";"=""09-01-2023 20:00""";"1,21 kr."
"=""09-01-2023 20:00""";"=""09-01-2023 21:00""";"1,03 kr."
"=""09-01-2023 21:00""";"=""09-01-2023 22:00""";"1,80 kr."
"=""09-01-2023 22:00""";"=""09-01-2023 23:00""";"1,00 kr."
"=""09-01-2023 23:00""";"=""10-01-2023 00:00""";"0,30 kr."
"=""10-01-2023 00:00""";"=""10-01-2023 01:00""";"0,31 kr."
"=""10-01-2023 01:00""";"=""10-01-2023 02:00""";"0,24 kr."
"=""10-01-2023 02:00""";"=""10-01-2023 03:00""";"0,29 kr."
"=""10-01-2023 03:00""";"=""10-01-2023 04:00""";"0,20 kr."
"=""10-01-2023 04:00""";"=""10-01-2023 05:00""";"0,22 kr."
"=""10-01-2023 05:00""";"=""10-01-2023 06:00""";"0,12 kr."
"=""10-01-2023 06:00""";"=""10-01-2023 07:00""";"0,26 kr."
"=""10-01-2023 07:00""";"=""10-01-2023 08:00""";"0,31 kr."
"=""10-01-2023 08:00""";"=""10-01-2023 09:00""";"1,01 kr."
"=""10-01-2023 09:00""";"=""10-01-2023 10:00""";"3,40 kr."
"=""10-01-2023 10:00""";"=""10-01-2023 11:00""";"2,53 kr."
"=""10-01-2023 11:00""";"=""10-01-2023 12:00""";"1,33 kr."
"=""10-01-2023 12:00""";"=""10-01-2023 13:00""";"0,44 kr."
"=""10-01-2023 13:00""";"=""10-01-2023 14:00""";"0,58 kr."
"=""10-01-2023 14:00""";"=""10-01-2023 15:00""";"0,45 kr."
"=""10-01-2023 15:00""";"=""10-01-2023 16:00""";"0,47 kr."
"=""10-01-2023 16:00""";"=""10-01-2023 17:00""";"0,58 kr."
"=""10-01-2023 17:00""";"=""10-01-2023 18:00""";"0,89 kr."
"=""10-01-2023 18:00""";"=""10-01-2023 19:00""";"0,90 kr."
"=""10-01-2023 19:00""";"=""10-01-2023 20:00""";"1,10 kr."
"=""10-01-2023 20:00""";"=""10-01-2023 21:00""";"0,83 kr."
"=""10-01-2023 21:00""";"=""10-01-2023 22:00""";"0,34 kr."
"=""10-01-2023 22:00""";"=""10-01-2023 23:00""";"0,30 kr."
"=""10-01-2023 23:00""";"=""11-01-2023 00:00""";"0,19 kr."
"=""11-01-2023 00:00""";"=""11-01-2023 01:00""";"0,10 kr."
"=""11-01-2023 01:00""";"=""11-01-2023 02:00""";"0,08 kr."
"=""11-01-2023 02:00""";"=""11-01-2023 03:00""";"0,07 kr."
"=""11-01-2023 03:00""";"=""11-01-2023 04:00""";"0,07 kr."
"=""11-01-2023 04:00""";"=""11-01-2023 05:00""";"0,07 kr."
"=""11-01-2023 05:00""";"=""11-01-2023 06:00""";"0,09 kr."
"=""11-01-2023 06:00""";"=""11-01-2023 07:00""";"0,19 kr."
"=""11-01-2023 07:00""";"=""11-01-2023 08:00""";"0,25 kr."
"=""11-01-2023 08:00""";"=""11-01-2023 09:00""";"0,21 kr."
"=""11-01-2023 09:00""";"=""11-01-2023 10:00""";"0,39 kr."
"=""11-01-2023 10:00""";"=""11-01-2023 11:00""";"0,42 kr."
"=""11-01-2023 11:00""";"=""11-01-2023 12:00""";"0,42 kr."
"=""11-01-2023 12:00""";"=""11-01-2023 13:00""";"0,41 kr."
"=""11-01-2023 13:00""";"=""11-01-2023 14:00""";"0,39 kr."
"=""11-01-2023 14:00""";"=""11-01-2023 15:00""";"0,39 kr."
"=""11-01-2023 15:00""";"=""11-01-2023 16:00""";"0,36 kr."
"=""11-01-2023 16:00""";"=""11-01-2023 17:00""";"1,83 kr."
"=""11-01-2023 17:00""";"=""11-01-2023 18:00""";"0,81 kr."
"=""11-01-2023 18:00""";"=""11-01-2023 19:00""";"2,93 kr."
"=""11-01-2023 19:00""";"=""11-01-2023 20:00""";"0,93 kr."
"=""11-01-2023 20:00""";"=""11-01-2023 21:00""";"0,92 kr."
"=""11-01-2023 21:00""";"=""11-01-2023 22:00""";"0,34 kr."
"=""11-01-2023 22:00""";"=""11-01-2023 23:00""";"0,35 kr."
"=""11-01-2023 23:00""";"=""12-01-2023 00:00""";"0,21 kr."
"=""12-01-2023 00:00""";"=""12-01-2023 01:00""";"0,11 kr."
"=""12-01-2023 01:00""";"=""12-01-2023 02:00""";"0,06 kr."
"=""12-01-2023 02:00""";"=""12-01-2023 03:00""";"0,06 kr."
"=""12-01-2023 03:00""";"=""12-01-2023 04:00""";"0,05 kr."
"=""12-01-2023 04:00""";"=""12-01-2023 05:00""";"0,08 kr."
"=""12-01-2023 05:00""";"=""12-01-2023 06:00""";"0,12 kr."
"=""12-01-2023 06:00""";"=""12-01-2023 07:00""";"0,24 kr."
"=""12-01-2023 07:00""";"=""12-01-2023 08:00""";"0,28 kr."
"=""12-01-2023 08:00""";"=""12-01-2023 09:00""";"0,32 kr."
"=""12-01-2023 09:00""";"=""12-01-2023 10:00""";"0,44 kr."
"=""12-01-2023 10:00""";"=""12-01-2023 11:00""";"0,41 kr."
"=""12-01-2023 11:00""";"=""12-01-2023 12:00""";"0,31 kr."
"=""12-01-2023 12:00""";"=""12-01-2023 13:00""";"0,26 kr."
"=""12-01-2023 13:00""";"=""12-01-2023 14:00""";"0,33 kr."
"=""12-01-2023 14:00""";"=""12-01-2023 15:00""";"0,37 kr."
"=""12-01-2023 15:00""";"=""12-01-2023 16:00""";"0,43 kr."
"=""12-01-2023 16:00""";"=""12-01-2023 17:00""";"0,40 kr."
"=""12-01-2023 17:00""";"=""12-01-2023 18:00""";"0,80 kr."
"=""12-01-2023 18:00""";"=""12-01-2023 19:00""";"2,59 kr."
"=""12-01-2023 19:00""";"=""12-01-2023 20:00""";"0,84 kr."
"=""12-01-2023 20:00""";"=""12-01-2023 21:00""";"0,69 kr."
"=""12-01-2023 21:00""";"=""12-01-2023 22:00""";"0,44 kr."
"=""12-01-2023 22:00""";"=""12-01-2023 23:00""";"0,35 kr."
"=""12-01-2023 23:00""";"=""13-01-2023 00:00""";"1,13 kr."
"=""13-01-2023 00:00""";"=""13-01-2023 01:00""";"0,32 kr."
"=""13-01-2023 01:00""";"=""13-01-2023 02:00""";"0,21 kr."
"=""13-01-2023 02:00""";"=""13-01-2023 03:00""";"0,10 kr."
"=""13-01-2023 03:00""";"=""13-01-2023 04:00""";"0,07 kr."
"=""13-01-2023 04:00""";"=""13-01-2023 05:00""";"0,07 kr."
"=""13-01-2023 05:00""";"=""13-01-2023 06:00""";"0,07 kr."
"=""13-01-2023 06:00""";"=""13-01-2023 07:00""";"0,19 kr."
"=""13-01-2023 07:00""";"=""13-01-2023 08:00""";"0,21 kr."
"=""13-01-2023 08:00""";"=""13-01-2023 09:00""";"0,27 kr."
"=""13-01-2023 09:00""";"=""13-01-2023 10:00""";"0,64 kr."
"=""13-01-2023 10:00""";"=""13-01-2023 11:00""";"0,39 kr."
"=""13-01-2023 11:00""";"=""13-01-2023 12:00""";"2,99 kr."
"=""13-01-2023 12:00""";"=""13-01-2023 13:00""";"1,08 kr."
"=""13-01-2023 13:00""";"=""13-01-2023 14:00""";"0,37 kr."
"=""13-01-2023 14:00""";"=""13-01-2023 15:00""";"1,44 kr."
"=""13-01-2023 15:00""";"=""13-01-2023 16:00""";"0,30 kr."
"=""13-01-2023 16:00""";"=""13-01-2023 17:00""";"0,36 kr."
"=""13-01-2023 17:00""";"=""13-01-2023 18:00""";"0,81 kr."
"=""13-01-2023 18:00""";"=""13-01-2023 19:00""";"0,87 kr."
"=""13-01-2023 19:00""";"=""13-01-2023 20:00""";"0,79 kr."
"=""13-01-2023 20:00""";"=""13-01-2023 21:00""";"2,42 kr."
"=""13-01-2023 21:00""";"=""13-01-2023 22:00""";"0,33 kr."
"=""13-01-2023 22:00""";"=""13-01-2023 23:00""";"0,29 kr."
"=""13-01-2023 23:00""";"=""14-01-2023 00:00""";"0,16 kr."
"=""14-01-2023 00:00""";"=""14-01-2023 01:00""";"0,11 kr."
"=""14-01-2023 01:00""";"=""14-01-2023 02:00""";"0,09 kr."
"=""14-01-2023 02:00""";"=""14-01-2023 03:00""";"0,10 kr."
"=""14-01-2023 03:00""";"=""14-01-2023 04:00""";"0,14 kr."
"=""14-01-2023 04:00""";"=""14-01-2023 05:00""";"0,07 kr."
"=""14-01-2023 05:00""";"=""14-01-2023 06:00""";"0,10 kr."
"=""14-01-2023 06:00""";"=""14-01-2023 07:00""";"0,12 kr."
"=""14-01-2023 07:00""";"=""14-01-2023 08:00""";"0,17 kr."
"=""14-01-2023 08:00""";"=""14-01-2023 09:00""";"0,21 kr."
"=""14-01-2023 09:00""";"=""14-01-2023 10:00""";"0,28 kr."
"=""14-01-2023 10:00""";"=""14-01-2023 11:00""";"0,39 kr."
"=""14-01-2023 11:00""";"=""14-01-2023 12:00""";"0,40 kr."
"=""14-01-2023 12:00""";"=""14-01-2023 13:00""";"0,40 kr."
"=""14-01-2023 13:00""";"=""14-01-2023 14:00""";"0,42 kr."
"=""14-01-2023 14:00""";"=""14-01-2023 15:00""";"0,26 kr."
"=""14-01-2023 15:00""";"=""14-01-2023 16:00""";"0,43 kr."
"=""14-01-2023 16:00""";"=""14-01-2023 17:00""";"0,37 kr."
"=""14-01-2023 17:00""";"=""14-01-2023 18:00""";"0,72 kr."
"=""14-01-2023 18:00""";"=""14-01-2023 19:00""";"0,63 kr."
"=""14-01-2023 19:00""";"=""14-01-2023 20:00""";"0,56 kr."
"=""14-01-2023 20:00""";"=""14-01-2023 21:00""";"0,64 kr."
"=""14-01-2023 21:00""";"=""14-01-2023 22:00""";"0,27 kr."
"=""14-01-2023 22:00""";"=""14-01-2023 23:00""";"0,27 kr."
"=""14-01-2023 23:00""";"=""15-01-2023 00:00""";"0,25 kr."
"=""15-01-2023 00:00""";"=""15-01-2023 01:00""";"0,15 kr."
"=""15-01-2023 01:00""";"=""15-01-2023 02:00""";"0,13 kr."
"=""15-01-2023 02:00""";"=""15-01-2023 03:00""";"0,08 kr."
"=""15-01-2023 03:00""";"=""15-01-2023 04:00""";"0,09 kr."
"=""15-01-2023 04:00""";"=""15-01-2023 05:00""";"0,08 kr."
"=""15-01-2023 05:00""";"=""15-01-2023 06:00""";"0,08 kr."
"=""15-01-2023 06:00""";"=""15-01-2023 07:00""";"0,14 kr."
"=""15-01-2023 07:00""";"=""15-01-2023 08:00""";"0,14 kr."
"=""15-01-2023 08:00""";"=""15-01-2023 09:00""";"0,19 kr."
"=""15-01-2023 09:00""";"=""15-01-2023 10:00""";"0,19 kr."
"=""15-01-2023 10:00""";"=""15-01-2023 11:00""";"0,17 kr."
"=""15-01-2023 11:00""";"=""15-01-2023 12:00""";"0,23 kr."
"=""15-01-2023 12:00""";"=""15-01-2023 13:00""";"0,20 kr."
"=""15-01-2023 13:00""";"=""15-01-2023 14:00""";"0,14 kr."
"=""15-01-2023 14:00""";"=""15-01-2023 15:00""";"0,21 kr."
"=""15-01-2023 15:00""";"=""15-01-2023 16:00""";"0,24 kr."
"=""15-01-2023 16:00""";"=""15-01-2023 17:00""";"0,24 kr."
"=""15-01-2023 17:00""";"=""15-01-2023 18:00""";"0,60 kr."
"=""15-01-2023 18:00""";"=""15-01-2023 19:00""";"0,69 kr."
"=""15-01-2023 19:00""";"=""15-01-2023 20:00""";"0,51 kr."
"=""15-01-2023 20:00""";"=""15-01-2023 21:00""";"0,60 kr."
